09-12 09:44:39.766     0     0 I I00000/HiLog: ========Zeroth log of type: init
09-12 09:44:42.749   371   371 I I02c01/CustCarrierMount: UpdateCotaOpkeyLink start
09-12 09:44:42.750   371   371 W I02c01/CustCarrierMount: not exsit CUST_GLOBAL_CARRIER_DIR or COTA_PARAM_CARRIER_DIR
09-12 09:44:45.386   371   371 I I02c01/CustCarrierMount: success to update cota carrier
09-13 01:17:08.550   777  3788 I A01a00/SYS_UI: HaReportBase: start report SYSTEM_UI_NOTIFICATION, params {"operationType":"6","creatorBundleName":"com.huawei.hmos.emergencycommunication","extendType":"Enable AppLiveView for com.huawei.hmos.emergencycommunication error: Error: The specified bundle name was not found","detailType":"Cannot get SourceMap info, dump raw stack:\n=====================Backtrace========================\n#01 pc 0000000000a089b7 /system/lib64/platformsdk/libark_jsruntime.so\n#02 pc 0000000000450b91 /system/lib64/platformsdk/libark_jsruntime.so\n#03 pc 000000000026a732 /system/lib64/platformsdk/libark_jsruntime.so\n#04 pc 0000000000269c0e /system/lib64/platformsdk/libark_jsruntime.so\n#05 pc 000000000031d9a1 /system/lib64/platformsdk/libark_jsruntime.so\n#06 pc 000000000086aac0 /system/lib64/platformsdk/libark_jsruntime.so\n#07 pc 0000000000869cdf /system/lib64/platformsdk/libark_jsruntime.so\n#08 pc 000000000081ea37 /system/lib64/platformsdk/libark_jsruntime.so\n#09 pc 00000000000788a2 /system/lib64/platformsdk/libace_napi.z.so\n#10 pc 000000000007db7a /system/lib64/module/libnotificationmanager.z.so\n#11 pc 000000000007e15b /system/lib64/module/libnotificationmanager.z.so\n#12 pc 000000000007e630 /system/lib64/module/libnotificationmanager.z.so\n#13 pc 00000000000ad70b /system/lib64/module/libnotificationmanager.z.so\n#14 pc 000000000008964d /system/lib64/platformsdk/libace_napi.z.so\n#15 pc 0000000000013ee1 /system/lib64/platformsdk/libuv.so\n#16 pc 0000000000013d0b /system/lib64/platformsdk/libuv.so\n#17 pc 000000000001795c /system/lib64/platformsdk/libuv.so\n#18 pc 00000000000292d4 /system/lib64/platformsdk/libuv.so\n#19 pc 0000000000017e06 /system/lib64/platformsdk/libuv.so\n#20 pc 000000000008bfd6 /system/lib64/platformsdk/libruntime.z.so\n#21 pc 000000000008c2c9 /system/lib64/platformsdk/libruntime.z.so\n#22 pc 000000000001ed42 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#23 pc 00000000000336e6 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#24 pc 000000000003301e /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#25 pc 0000000000030f06 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#26 pc 00000000001072fc /system/lib64/platformsdk/libappkit_native.z.so\n#27 pc 000000000000b1b8 /system/lib64/appspawn/appspawn/libappspawn_ace.z.so\n#28 pc 000000000000e868 /system/bin/appspawn\n#29 pc 000000000000ed3d /system/bin/appspaw","errorCodes":"[4229]","deliveryTime":"1789233273845"}
09-13 01:17:08.550   777  3788 I A01a00/SYS_UI: HaReportBase: start report SYSTEM_UI_NOTIFICATION, params {"operationType":"6","creatorBundleName":"Model.NetSpeedController","extendType":"getSimCardIsActive error, code:8300003, msg: System internal error.","errorCodes":"[5255]","deliveryTime":"1789233273848"}
09-13 01:17:08.550   777  3788 I A01a00/SYS_UI: HaReportBase: start report SYSTEM_UI_NOTIFICATION, params {"operationType":"6","creatorBundleName":"Model.NetSpeedController","extendType":"getSimCardIsActive error, code:8300003, msg: System internal error.","errorCodes":"[5255]","deliveryTime":"1789233273850"}
09-13 01:17:08.550   777  3788 I A01a00/SYS_UI: HaReportBase: start report SYSTEM_UI_NOTIFICATION, params {"operationType":"6","creatorBundleName":"Model.NetSpeedController","extendType":"getSimCardIsActive error, code:8300003, msg: System internal error.","errorCodes":"[5255]","deliveryTime":"1789233273851"}
09-13 01:17:08.550   777  3788 I A01a00/SYS_UI: HaReportBase: start report SYSTEM_UI_NOTIFICATION, params {"operationType":"6","creatorBundleName":"com.ohos.callui","extendType":"NotificationConfigManager --> Enable AppNotification for com.ohos.callui error: Error: The specified bundle name was not found","detailType":"Cannot get SourceMap info, dump raw stack:\n=====================Backtrace========================\n#01 pc 0000000000a089b7 /system/lib64/platformsdk/libark_jsruntime.so\n#02 pc 0000000000450b91 /system/lib64/platformsdk/libark_jsruntime.so\n#03 pc 000000000026a732 /system/lib64/platformsdk/libark_jsruntime.so\n#04 pc 0000000000269c0e /system/lib64/platformsdk/libark_jsruntime.so\n#05 pc 000000000031d9a1 /system/lib64/platformsdk/libark_jsruntime.so\n#06 pc 000000000086aac0 /system/lib64/platformsdk/libark_jsruntime.so\n#07 pc 0000000000869cdf /system/lib64/platformsdk/libark_jsruntime.so\n#08 pc 000000000081ea37 /system/lib64/platformsdk/libark_jsruntime.so\n#09 pc 00000000000788a2 /system/lib64/platformsdk/libace_napi.z.so\n#10 pc 000000000007db7a /system/lib64/module/libnotificationmanager.z.so\n#11 pc 000000000007e15b /system/lib64/module/libnotificationmanager.z.so\n#12 pc 000000000007e630 /system/lib64/module/libnotificationmanager.z.so\n#13 pc 00000000000994a2 /system/lib64/module/libnotificationmanager.z.so\n#14 pc 000000000008964d /system/lib64/platformsdk/libace_napi.z.so\n#15 pc 0000000000013ee1 /system/lib64/platformsdk/libuv.so\n#16 pc 0000000000013d0b /system/lib64/platformsdk/libuv.so\n#17 pc 000000000001795c /system/lib64/platformsdk/libuv.so\n#18 pc 00000000000292d4 /system/lib64/platformsdk/libuv.so\n#19 pc 0000000000017e06 /system/lib64/platformsdk/libuv.so\n#20 pc 000000000008bfd6 /system/lib64/platformsdk/libruntime.z.so\n#21 pc 00000000000245b9 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#22 pc 000000000001ed42 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#23 pc 00000000000336e6 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#24 pc 000000000003301e /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#25 pc 0000000000030f06 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#26 pc 00000000001072fc /system/lib64/platformsdk/libappkit_native.z.so\n#27 pc 000000000000b1b8 /system/lib64/appspawn/appspawn/libappspawn_ace.z.so\n#28 pc 000000000000e868 /system/bin/appspawn\n#29 pc 000000000000ed3d /system/bi","errorCodes":"[4230]","deliveryTime":"1789233274478"}
09-13 01:17:08.550   777  3788 I A01a00/SYS_UI: HaReportBase: start report SYSTEM_UI_NOTIFICATION, params {"operationType":"6","creatorBundleName":"com.huawei.hmos.ouc","extendType":"NotificationConfigManager --> Enable AppNotification for com.huawei.hmos.ouc error: Error: The specified bundle name was not found","detailType":"Cannot get SourceMap info, dump raw stack:\n=====================Backtrace========================\n#01 pc 0000000000a089b7 /system/lib64/platformsdk/libark_jsruntime.so\n#02 pc 0000000000450b91 /system/lib64/platformsdk/libark_jsruntime.so\n#03 pc 000000000026a732 /system/lib64/platformsdk/libark_jsruntime.so\n#04 pc 0000000000269c0e /system/lib64/platformsdk/libark_jsruntime.so\n#05 pc 000000000031d9a1 /system/lib64/platformsdk/libark_jsruntime.so\n#06 pc 000000000086aac0 /system/lib64/platformsdk/libark_jsruntime.so\n#07 pc 0000000000869cdf /system/lib64/platformsdk/libark_jsruntime.so\n#08 pc 000000000081ea37 /system/lib64/platformsdk/libark_jsruntime.so\n#09 pc 00000000000788a2 /system/lib64/platformsdk/libace_napi.z.so\n#10 pc 000000000007db7a /system/lib64/module/libnotificationmanager.z.so\n#11 pc 000000000007e15b /system/lib64/module/libnotificationmanager.z.so\n#12 pc 000000000007e630 /system/lib64/module/libnotificationmanager.z.so\n#13 pc 00000000000994a2 /system/lib64/module/libnotificationmanager.z.so\n#14 pc 000000000008964d /system/lib64/platformsdk/libace_napi.z.so\n#15 pc 0000000000013ee1 /system/lib64/platformsdk/libuv.so\n#16 pc 0000000000013d0b /system/lib64/platformsdk/libuv.so\n#17 pc 000000000001795c /system/lib64/platformsdk/libuv.so\n#18 pc 00000000000292d4 /system/lib64/platformsdk/libuv.so\n#19 pc 0000000000017e06 /system/lib64/platformsdk/libuv.so\n#20 pc 000000000008bfd6 /system/lib64/platformsdk/libruntime.z.so\n#21 pc 00000000000245b9 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#22 pc 000000000001ed42 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#23 pc 00000000000336e6 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#24 pc 000000000003301e /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#25 pc 0000000000030f06 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#26 pc 00000000001072fc /system/lib64/platformsdk/libappkit_native.z.so\n#27 pc 000000000000b1b8 /system/lib64/appspawn/appspawn/libappspawn_ace.z.so\n#28 pc 000000000000e868 /system/bin/appspawn\n#29 pc 000000000000ed3d /system/bi","errorCodes":"[4230]","deliveryTime":"1789233274479"}
09-13 01:17:08.551   777  3788 I A01a00/SYS_UI: HaReportBase: start report SYSTEM_UI_NOTIFICATION, params {"operationType":"6","creatorBundleName":"com.huawei.hmos.meetimeservice","extendType":"NotificationConfigManager --> Enable AppNotification for com.huawei.hmos.meetimeservice error: Error: The specified bundle name was not found","detailType":"Cannot get SourceMap info, dump raw stack:\n=====================Backtrace========================\n#01 pc 0000000000a089b7 /system/lib64/platformsdk/libark_jsruntime.so\n#02 pc 0000000000450b91 /system/lib64/platformsdk/libark_jsruntime.so\n#03 pc 000000000026a732 /system/lib64/platformsdk/libark_jsruntime.so\n#04 pc 0000000000269c0e /system/lib64/platformsdk/libark_jsruntime.so\n#05 pc 000000000031d9a1 /system/lib64/platformsdk/libark_jsruntime.so\n#06 pc 000000000086aac0 /system/lib64/platformsdk/libark_jsruntime.so\n#07 pc 0000000000869cdf /system/lib64/platformsdk/libark_jsruntime.so\n#08 pc 000000000081ea37 /system/lib64/platformsdk/libark_jsruntime.so\n#09 pc 00000000000788a2 /system/lib64/platformsdk/libace_napi.z.so\n#10 pc 000000000007db7a /system/lib64/module/libnotificationmanager.z.so\n#11 pc 000000000007e15b /system/lib64/module/libnotificationmanager.z.so\n#12 pc 000000000007e630 /system/lib64/module/libnotificationmanager.z.so\n#13 pc 00000000000994a2 /system/lib64/module/libnotificationmanager.z.so\n#14 pc 000000000008964d /system/lib64/platformsdk/libace_napi.z.so\n#15 pc 0000000000013ee1 /system/lib64/platformsdk/libuv.so\n#16 pc 0000000000013d0b /system/lib64/platformsdk/libuv.so\n#17 pc 000000000001795c /system/lib64/platformsdk/libuv.so\n#18 pc 00000000000292d4 /system/lib64/platformsdk/libuv.so\n#19 pc 0000000000017e06 /system/lib64/platformsdk/libuv.so\n#20 pc 000000000008bfd6 /system/lib64/platformsdk/libruntime.z.so\n#21 pc 00000000000245b9 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#22 pc 000000000001ed42 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#23 pc 00000000000336e6 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#24 pc 000000000003301e /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#25 pc 0000000000030f06 /system/lib64/chipset-pub-sdk/libeventhandler.z.so\n#26 pc 00000000001072fc /system/lib64/platformsdk/libappkit_native.z.so\n#27 pc 000000000000b1b8 /system/lib64/appspawn/appspawn/libappspawn_ace.z.so\n#28 pc 000000000000e868 /system/bin/appspawn\n#29 pc 000000000000ed3d /system/bi","errorCodes":"[4230]","deliveryTime":"1789233274479"}
